timestamp_ns,gx_rad_s,gy_rad_s,gz_rad_s
1600000000,0.338875054188,0.0,0.0
1633333333,0.446036640287,0.0,0.0
1666666667,0.548311355616,0.0,0.0
1700000000,0.644578656991,0.0,0.0
1733333333,0.733783819714,0.0,0.0
1766666667,0.814949493353,0.0,0.0
1800000000,0.887186409804,0.0,0.0
1833333333,0.949703126294,0.0,0.0
1866666667,1.001814696594,0.0,0.0
1900000000,1.042950175435,0.0,0.0
1933333333,1.072658873902,0.0,0.0
1966666667,1.090615297278,0.0,0.0
2000000000,1.096622711232,0.0,0.0
2033333333,1.090615297278,0.0,0.0
2066666667,1.072658873902,0.0,0.0
2100000000,1.042950175435,0.0,0.0
2133333333,1.001814696594,0.0,0.0
2166666667,0.949703126294,0.0,0.0
2200000000,0.887186409804,0.0,0.0
2233333333,0.814949493353,0.0,0.0
2266666667,0.733783819714,0.0,0.0
2300000000,0.644578656991,0.0,0.0
2333333333,0.548311355616,0.0,0.0
2366666667,0.446036640287,0.0,0.0
2400000000,0.338875054188,0.0,0.0
2433333333,0.228000682081,0.0,0.0
2466666667,0.114628286790,0.0,0.0
2500000000,0.000000000000,0.0,0.0
2533333333,-0.114628286790,0.0,0.0
2566666667,-0.228000682081,0.0,0.0
2600000000,-0.338875054188,0.0,0.0
2633333333,-0.446036640287,0.0,0.0
2666666667,-0.548311355616,0.0,0.0
2700000000,-0.644578656991,0.0,0.0
2733333333,-0.733783819714,0.0,0.0
2766666667,-0.814949493353,0.0,0.0
2800000000,-0.887186409804,0.0,0.0
2833333333,-0.949703126294,0.0,0.0
2866666667,-1.001814696594,0.0,0.0
2900000000,-1.042950175435,0.0,0.0
2933333333,-1.072658873902,0.0,0.0
2966666667,-1.090615297278,0.0,0.0
3000000000,-1.096622711232,0.0,0.0
3033333333,-1.090615297278,0.0,0.0
3066666667,-1.072658873902,0.0,0.0
3100000000,-1.042950175435,0.0,0.0
3133333333,-1.001814696594,0.0,0.0
3166666667,-0.949703126294,0.0,0.0
3200000000,-0.887186409804,0.0,0.0
3233333333,-0.814949493353,0.0,0.0
3266666667,-0.733783819714,0.0,0.0
3300000000,-0.644578656991,0.0,0.0
3333333333,-0.548311355616,0.0,0.0
3366666667,-0.446036640287,0.0,0.0
3400000000,-0.338875054188,0.0,0.0
3433333333,-0.228000682081,0.0,0.0
3466666667,-0.114628286790,0.0,0.0
3500000000,-0.000000000000,0.0,0.0
3533333333,0.114628286790,0.0,0.0
3566666667,0.228000682081,0.0,0.0
3600000000,0.338875054188,0.0,0.0
3633333333,0.446036640287,0.0,0.0
3666666667,0.548311355616,0.0,0.0
3700000000,0.644578656991,0.0,0.0
3733333333,0.733783819714,0.0,0.0
3766666667,0.814949493353,0.0,0.0
3800000000,0.887186409804,0.0,0.0
3833333333,0.949703126294,0.0,0.0
3866666667,1.001814696594,0.0,0.0
3900000000,1.042950175435,0.0,0.0
3933333333,1.072658873902,0.0,0.0
3966666667,1.090615297278,0.0,0.0
4000000000,1.096622711232,0.0,0.0
4033333333,1.090615297278,0.0,0.0
4066666667,1.072658873902,0.0,0.0
4100000000,1.042950175435,0.0,0.0
4133333333,1.001814696594,0.0,0.0
4166666667,0.949703126294,0.0,0.0
4200000000,0.887186409804,0.0,0.0
4233333333,0.814949493353,0.0,0.0
4266666667,0.733783819714,0.0,0.0
4300000000,0.644578656991,0.0,0.0
4333333333,0.548311355616,0.0,0.0
4366666667,0.446036640287,0.0,0.0
4400000000,0.338875054188,0.0,0.0
4433333333,0.228000682081,0.0,0.0
4466666667,0.114628286790,0.0,0.0
4500000000,0.000000000000,0.0,0.0
4533333333,-0.114628286790,0.0,0.0
4566666667,-0.228000682081,0.0,0.0
4600000000,-0.338875054188,0.0,0.0
4633333333,-0.446036640287,0.0,0.0
4666666667,-0.548311355616,0.0,0.0
4700000000,-0.644578656991,0.0,0.0
4733333333,-0.733783819714,0.0,0.0
4766666667,-0.814949493353,0.0,0.0
4800000000,-0.887186409804,0.0,0.0
4833333333,-0.949703126294,0.0,0.0
4866666667,-1.001814696594,0.0,0.0
4900000000,-1.042950175435,0.0,0.0
4933333333,-1.072658873902,0.0,0.0
4966666667,-1.090615297278,0.0,0.0
