timestamp_ns,frame_file,roll_rad
2600000000,frames/frame_0078.png,0.331981351638
2633333333,frames/frame_0079.png,0.318887522050
2666666667,frames/frame_0080.png,0.302299894039
2700000000,frames/frame_0081.png,0.282400205129
2733333333,frames/frame_0082.png,0.259406480475
2766666667,frames/frame_0083.png,0.233570644137
2800000000,frames/frame_0084.png,0.205175758943
2833333333,frames/frame_0085.png,0.174532925199
2866666667,frames/frame_0086.png,0.141977872204
2900000000,frames/frame_0087.png,0.107867279929
2933333333,frames/frame_0088.png,0.072574871163
2966666667,frames/frame_0089.png,0.036487316921
3000000000,frames/frame_0090.png,0.000000000000
3033333333,frames/frame_0091.png,-0.036487316921
3066666667,frames/frame_0092.png,-0.072574871163
3100000000,frames/frame_0093.png,-0.107867279929
3133333333,frames/frame_0094.png,-0.141977872204
3166666667,frames/frame_0095.png,-0.174532925199
3200000000,frames/frame_0096.png,-0.205175758943
3233333333,frames/frame_0097.png,-0.233570644137
3266666667,frames/frame_0098.png,-0.259406480475
3300000000,frames/frame_0099.png,-0.282400205129
3333333333,frames/frame_0100.png,-0.302299894039
3366666667,frames/frame_0101.png,-0.318887522050
3400000000,frames/frame_0102.png,-0.331981351638
3433333333,frames/frame_0103.png,-0.341437924066
3466666667,frames/frame_0104.png,-0.347153631147
3500000000,frames/frame_0105.png,-0.349065850399
3533333333,frames/frame_0106.png,-0.347153631147
3566666667,frames/frame_0107.png,-0.341437924066
3600000000,frames/frame_0108.png,-0.331981351638
3633333333,frames/frame_0109.png,-0.318887522050
3666666667,frames/frame_0110.png,-0.302299894039
3700000000,frames/frame_0111.png,-0.282400205129
3733333333,frames/frame_0112.png,-0.259406480475
3766666667,frames/frame_0113.png,-0.233570644137
3800000000,frames/frame_0114.png,-0.205175758943
3833333333,frames/frame_0115.png,-0.174532925199
3866666667,frames/frame_0116.png,-0.141977872204
3900000000,frames/frame_0117.png,-0.107867279929
3933333333,frames/frame_0118.png,-0.072574871163
3966666667,frames/frame_0119.png,-0.036487316921
4000000000,frames/frame_0120.png,-0.000000000000
4033333333,frames/frame_0121.png,0.036487316921
4066666667,frames/frame_0122.png,0.072574871163
4100000000,frames/frame_0123.png,0.107867279929
4133333333,frames/frame_0124.png,0.141977872204
4166666667,frames/frame_0125.png,0.174532925199
4200000000,frames/frame_0126.png,0.205175758943
4233333333,frames/frame_0127.png,0.233570644137
4266666667,frames/frame_0128.png,0.259406480475
4300000000,frames/frame_0129.png,0.282400205129
4333333333,frames/frame_0130.png,0.302299894039
4366666667,frames/frame_0131.png,0.318887522050
4400000000,frames/frame_0132.png,0.331981351638
4433333333,frames/frame_0133.png,0.341437924066
4466666667,frames/frame_0134.png,0.347153631147
4500000000,frames/frame_0135.png,0.349065850399
4533333333,frames/frame_0136.png,0.347153631147
4566666667,frames/frame_0137.png,0.341437924066
4600000000,frames/frame_0138.png,0.331981351638
4633333333,frames/frame_0139.png,0.318887522050
4666666667,frames/frame_0140.png,0.302299894039
4700000000,frames/frame_0141.png,0.282400205129
4733333333,frames/frame_0142.png,0.259406480475
4766666667,frames/frame_0143.png,0.233570644137
4800000000,frames/frame_0144.png,0.205175758943
4833333333,frames/frame_0145.png,0.174532925199
4866666667,frames/frame_0146.png,0.141977872204
4900000000,frames/frame_0147.png,0.107867279929
4933333333,frames/frame_0148.png,0.072574871163
4966666667,frames/frame_0149.png,0.036487316921
